"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
3	"C31H56O9"	"[M + H3N + H]+"	"C31H60NO9+"	"Polyketides"	0.503	"Diterpenoids"	0.256	"Tetraketide meroterpenoids"	0.064	"Lipids and lipid-like molecules"	0.73	NA	NA	NA	NA	NA	NA	"Lipids and lipid-like molecules"	0.73	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid esters; Cyclic alcohols and derivatives; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	590.422	496	8.273	707667100402359680	707666541326765824	1799	NA	1799
3	"C28H56N4O6Si"	"[M + H3N + H]+"	"C28H60N5O6Si+"	"Amino acids and Peptides"	0.73	"Oligopeptides"	0.997	"Depsipeptides"	0.659	"Organic acids and derivatives"	1	"Peptidomimetics"	0.866	"Depsipeptides"	0.827	"Cyclic depsipeptides"	0.777	"Cyclic depsipeptides"	0.777	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Macrolides and analogues; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	590.43	497	8.275	707667099555110144	707666541305794304	1798	NA	1798
2	"C37H52N2O3"	"[M + H3N + H]+"	"C37H56N3O3+"	"Alkaloids"	0.93	"Tyrosine alkaloids"	0.59	"Isoquinoline alkaloids"	0.532	"Benzenoids"	0.995	"Benzene and substituted derivatives"	0.912	"Phenylpropanes"	0.862	NA	NA	"Phenylpropanes"	0.862	"Organic compounds; Alkyl aryl ethers; Ethers; Organonitrogen compounds; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Phenylpropanes; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"	590.429	497	8.276	707667098586225792	707666541351931648	1800	NA	1800
1	"C30H48N4O4"	"[M + H3N + H]+"	"C30H52N5O4+"	"Alkaloids"	0.441	"Pseudoalkaloids (transamidation)"	0.245	"Linear peptides"	0.068	"Organic acids and derivatives"	0.891	"Carboxylic acids and derivatives"	0.713	"Amino acids, peptides, and analogues"	0.531	"Amino acids and derivatives"	0.525	"Amino acids and derivatives"	0.525	"Organic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Anisoles; Phenethylamines; Amphetamines and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Aralkylamines; Organic oxides; Methoxybenzenes; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"	546.403	498	8.297	707667111525654272	707666541398068992	1802	NA	1802
3	"C27H52N4O4S"	"[M + H3N + H]+"	"C27H56N5O4S+"	"Amino acids and Peptides"	0.889	"Oligopeptides"	0.913	"Cyclamides"	0.15	"Organoheterocyclic compounds"	0.988	"Biotin and derivatives"	0.518	NA	NA	NA	NA	"Biotin and derivatives"	0.518	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Thiazoles; Biotin and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic carbonic acids and derivatives; Azoles; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	546.403	498	8.298	707667096044477568	707666541372903168	1801	NA	1801
1	"C36H48O3"	"[M + H3N + H]+"	"C36H52NO3+"	"Terpenoids"	0.996	"Meroterpenoids"	0.774	"Prenyl quinone meroterpenoids"	0.75	"Lipids and lipid-like molecules"	0.847	"Prenol lipids"	0.758	"Quinone and hydroquinone lipids"	0.448	"Vitamin E compounds"	0.588	"Vitamin E compounds"	0.588	"Organic compounds; Lipids and lipid-like molecules; Benzopyrans; Alkyl aryl ethers; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Vitamin E compounds; Diterpenoids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	546.397	498	8.299	707667073021941504	707666541419040512	1803	NA	1803
3	"C35H46N4O4"	"[M + H3N + H]+"	"C35H50N5O4+"	"Alkaloids"	0.254	"Tryptophan alkaloids"	0.062	"Chalcones"	0.061	"Benzenoids"	0.997	"Benzene and substituted derivatives"	0.978	"Phenylpropanes"	0.913	NA	NA	"Phenylpropanes"	0.913	"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Phenylpropanes; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"	604.388	498	8.299	707667076209612672	707666541440012032	1804	NA	1804
1	"C18H28O"	"[M + H3N + H]+"	"C18H32NO+"	"Terpenoids"	0.949	"Diterpenoids"	0.731	"Farnesane sesquiterpenoids"	0.138	"Lipids and lipid-like molecules"	0.917	"Prenol lipids"	0.776	"Diterpenoids"	0.505	NA	NA	"Diterpenoids"	0.505	"Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Diterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	278.246	498	8.307	707667077342074880	707666541486149376	1806	NA	1806
3	"C22H42O2"	"[M + H3N + H]+"	"C22H46NO2+"	"Fatty acids"	0.997	"Fatty Acids and Conjugates"	0.89	"Unsaturated fatty acids"	0.871	"Lipids and lipid-like molecules"	0.94	"Fatty Acyls"	0.912	"Fatty acids and conjugates"	0.81	"Long-chain fatty acids"	0.664	"Long-chain fatty acids"	0.664	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	356.35	499	8.316	707667080634603776	707666541549063936	1809	NA	1809
1	"C23H44N6O5"	"[M + H3N + H]+"	"C23H48N7O5+"	"Amino acids and Peptides"	0.923	"Oligopeptides"	0.871	"Cyclic peptides"	0.304	"Organic acids and derivatives"	0.964	"Carboxylic acids and derivatives"	0.881	"Amino acids, peptides, and analogues"	0.85	"Amino acids and derivatives"	0.832	"Alpha amino acid amides"	0.544	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	502.371	499	8.316	707667116793700352	707666541570035456	1810	NA	1810
1	"C28H44N4O3"	"[M + H3N + H]+"	"C28H48N5O3+"	"Alkaloids"	0.663	"Pseudoalkaloids (transamidation)"	0.332	"Purine alkaloids"	0.024	"Benzenoids"	0.981	"Benzene and substituted derivatives"	0.925	"Phenylpropanes"	0.511	NA	NA	"Phenylpropanes"	0.511	"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Ethers; Organonitrogen compounds; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Phenylpropanes; Aralkylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"	502.376	499	8.317	707667095163673600	707666541591006976	1811	NA	1811
4	"C34H66O14"	"[M + H]+"	"C34H67O14+"	"Terpenoids"	0.872	"Steroids"	0.761	"Cardenolides"	0.837	"Lipids and lipid-like molecules"	0.873	"Steroids and steroid derivatives"	0.792	"Steroid lactones"	0.581	"Cardenolides and derivatives"	0.608	"Cardenolide glycosides and derivatives"	0.664	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Steroidal glycosides; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Cardenolides and derivatives; Cardenolide glycosides and derivatives; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Oxanes; Glycosyl compounds; O-glycosyl compounds; Butenolides; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; 14-hydroxysteroids; Organic oxygen compounds; Chemical entities"	699.449	499	8.325	707667125169725824	707666541611978496	1812	NA	1812
3	"C22H42O2"	"[M + H3N + H]+"	"C22H46NO2+"	"Fatty acids"	0.993	"Fatty Acids and Conjugates"	0.881	"Unsaturated fatty acids"	0.78	"Lipids and lipid-like molecules"	0.935	"Fatty Acyls"	0.887	"Fatty acids and conjugates"	0.807	"Long-chain fatty acids"	0.623	"Long-chain fatty acids"	0.623	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	356.354	500	8.325	707667064285205760	707666541632950016	1813	NA	1813
1	"C53H75N3O7"	"[M - H2O + H]+"	"C53H74N3O6+"	"Polyketides"	0.516	"Oligopeptides"	0.649	"Open-chain polyketides"	0.621	"Lipids and lipid-like molecules"	0.809	"Fatty Acyls"	0.641	"Fatty amides"	0.666	"N-acyl amines"	0.644	"N-acyl amines"	0.644	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	848.56	500	8.328	707667075232339840	707666541721030400	1817	NA	1817
2	"C45H75NO13"	"[M - H2O + H]+"	"C45H74NO12+"	"Polyketides"	0.998	"Macrolides"	0.997	"Polyene macrolides"	0.948	"Organic acids and derivatives"	0.995	"Carboxylic acids and derivatives"	0.992	"Amino acids, peptides, and analogues"	0.561	"Amino acids and derivatives"	0.557	"Amino acids and derivatives"	0.557	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Ketones; Alcohols and polyols; Macrolides and analogues; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	820.524	500	8.33	707667095209810944	707666541679087360	1815	NA	1815
3	"C45H70O12"	"[M + Na]+"	"C45H70NaO12+"	"Terpenoids"	0.437	"Glycerolipids"	0.699	"Glycosyldiacylglycerols"	0.187	"Lipids and lipid-like molecules"	0.959	"Glycerolipids"	0.722	"Glycosylglycerols"	0.631	NA	NA	"Glycosylglycerols"	0.631	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Disaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	825.48	500	8.33	707667100091981056	707666541700058880	1816	NA	1816
1	"C32H66O13"	"[M - H2O + H]+"	"C32H65O12+"	"Polyketides"	0.981	"Linear polyketides"	0.747	"Open-chain polyketides"	0.891	"Organic oxygen compounds"	0.999	"Organooxygen compounds"	0.997	"Carbohydrates and carbohydrate conjugates"	0.666	NA	NA	"Carbohydrates and carbohydrate conjugates"	0.666	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	641.445	500	8.33	707667093750193152	707666541783944960	1820	NA	1820
4	"C49H76NO8P"	"[M - H2O + H]+"	"C49H75NO7P+"	"Fatty acids"	1	"Glycerophospholipids"	1	"Glycerophosphoethanolamines"	0.986	"Lipids and lipid-like molecules"	0.989	"Glycerophospholipids"	0.999	"Glycerophosphoethanolamines"	0.977	"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines"	0.917	"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines"	0.917	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerolipids; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Glycerol vinyl ethers; Alkyl phosphates; Dialkyl phosphates; 1-(1Z-alkenyl),2-acylglycerophosphoethanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	820.525	500	8.33	707667115862564736	707666541809110784	1821	NA	1821
2	"C47H68O12"	"[M + H]+"	"C47H69O12+"	"Terpenoids"	0.911	"Steroids"	0.646	"Bufadienolides"	0.268	"Lipids and lipid-like molecules"	0.928	"Steroids and steroid derivatives"	0.757	"Steroidal glycosides"	0.616	NA	NA	"Steroidal glycosides"	0.616	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Pyrans; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Pyranones and derivatives; Steroidal glycosides; Carboxylic acid derivatives; Steroid lactones; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	825.48	500	8.33	707667127803748736	707666541830082304	1822	NA	1822
1	"C37H68N2O5S"	"[M - H2O + H]+"	"C37H67N2O4S+"	"Amino acids and Peptides"	0.486	"Linear polyketides"	0.612	"Open-chain polyketides"	0.703	"Lipids and lipid-like molecules"	0.816	"Fatty Acyls"	0.653	"Fatty amides"	0.576	"N-acyl amines"	0.534	"N-acyl amines"	0.534	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Thiazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	635.484	500	8.33	707667118806966400	707666541742001920	1818	NA	1818
